# DEMO / TEST DATA - NOT RESEARCH DATA
timestamp,capture_date,source_ip,destination_ip,source_port,destination_port,protocol,packet_length,tcp_flags,Label,Dst Port,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow IAT Mean,Flow IAT Std,SYN Flag Cnt,ACK Flag Cnt,RST Flag Cnt,Pkt Len Mean,Pkt Len Std,demo_status
2018-02-22T01:00:22,2018-02-22,10.0.0.2,10.0.0.32,40202,22,TCP,310,ACK,Benign,22,1022,2,1,310,155,10.0,2.0,0,1,0,310.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:20,2018-02-22,10.0.0.3,10.0.0.40,40300,443,TCP,180,"SYN,ACK",Benign,443,1030,2,1,180,90,10.0,2.0,1,1,0,180.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:30,2018-02-22,10.0.0.1,10.0.0.20,40100,443,TCP,100,"SYN,ACK",Benign,443,1010,2,1,100,50,10.0,2.0,1,1,0,100.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:30,2018-02-22,10.0.0.2,10.0.0.30,40200,443,TCP,390,"SYN,ACK",Benign,443,1020,2,1,390,195,10.0,2.0,1,1,0,390.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:31,2018-02-22,10.0.0.2,10.0.0.31,40201,80,TCP,390,ACK,Benign,80,1021,2,1,390,195,10.0,2.0,0,1,0,390.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:32,2018-02-22,10.0.0.2,10.0.0.32,40202,22,TCP,390,ACK,Benign,22,1022,2,1,390,195,10.0,2.0,0,1,0,390.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:33,2018-02-22,10.0.0.2,10.0.0.30,40203,443,TCP,390,ACK,Benign,443,1023,2,1,390,195,10.0,2.0,0,1,0,390.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:30,2018-02-22,10.0.0.3,10.0.0.40,40300,443,TCP,180,"SYN,ACK",Benign,443,1030,2,1,180,90,10.0,2.0,1,1,0,180.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:40,2018-02-22,10.0.0.1,10.0.0.20,40100,443,TCP,100,"SYN,ACK",Benign,443,1010,2,1,100,50,10.0,2.0,1,1,0,100.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:40,2018-02-22,10.0.0.2,10.0.0.30,40200,443,TCP,470,"SYN,ACK",Benign,443,1020,2,1,470,235,10.0,2.0,1,1,0,470.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:41,2018-02-22,10.0.0.2,10.0.0.31,40201,80,TCP,470,ACK,Benign,80,1021,2,1,470,235,10.0,2.0,0,1,0,470.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:42,2018-02-22,10.0.0.2,10.0.0.32,40202,22,TCP,470,ACK,Benign,22,1022,2,1,470,235,10.0,2.0,0,1,0,470.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:43,2018-02-22,10.0.0.2,10.0.0.30,40203,443,TCP,470,ACK,Benign,443,1023,2,1,470,235,10.0,2.0,0,1,0,470.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:44,2018-02-22,10.0.0.2,10.0.0.31,40204,80,TCP,470,ACK,Benign,80,1024,2,1,470,235,10.0,2.0,0,1,0,470.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:40,2018-02-22,10.0.0.3,10.0.0.40,40300,443,TCP,180,"SYN,ACK",Benign,443,1030,2,1,180,90,10.0,2.0,1,1,0,180.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:50,2018-02-22,10.0.0.1,10.0.0.20,40100,443,TCP,100,"SYN,ACK",Benign,443,1010,2,1,100,50,10.0,2.0,1,1,0,100.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:50,2018-02-22,10.0.0.2,10.0.0.30,40200,443,TCP,550,"SYN,ACK",Benign,443,1020,2,1,550,275,10.0,2.0,1,1,0,550.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:51,2018-02-22,10.0.0.2,10.0.0.31,40201,80,TCP,550,ACK,Benign,80,1021,2,1,550,275,10.0,2.0,0,1,0,550.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:52,2018-02-22,10.0.0.2,10.0.0.32,40202,22,TCP,550,ACK,Benign,22,1022,2,1,550,275,10.0,2.0,0,1,0,550.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:53,2018-02-22,10.0.0.2,10.0.0.30,40203,443,TCP,550,ACK,Benign,443,1023,2,1,550,275,10.0,2.0,0,1,0,550.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:54,2018-02-22,10.0.0.2,10.0.0.31,40204,80,TCP,550,ACK,Benign,80,1024,2,1,550,275,10.0,2.0,0,1,0,550.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:55,2018-02-22,10.0.0.2,10.0.0.32,40205,22,TCP,550,ACK,Benign,22,1025,2,1,550,275,10.0,2.0,0,1,0,550.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:00:50,2018-02-22,10.0.0.3,10.0.0.40,40300,443,TCP,180,"SYN,ACK",Benign,443,1030,2,1,180,90,10.0,2.0,1,1,0,180.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:00,2018-02-22,10.0.0.1,10.0.0.20,40100,443,TCP,100,"SYN,ACK",Benign,443,1010,2,1,100,50,10.0,2.0,1,1,0,100.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:00,2018-02-22,10.0.0.2,10.0.0.30,40200,443,TCP,630,"SYN,ACK",Benign,443,1020,2,1,630,315,10.0,2.0,1,1,0,630.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:01,2018-02-22,10.0.0.2,10.0.0.31,40201,80,TCP,630,ACK,Benign,80,1021,2,1,630,315,10.0,2.0,0,1,0,630.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:02,2018-02-22,10.0.0.2,10.0.0.32,40202,22,TCP,630,ACK,Benign,22,1022,2,1,630,315,10.0,2.0,0,1,0,630.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:03,2018-02-22,10.0.0.2,10.0.0.30,40203,443,TCP,630,ACK,Benign,443,1023,2,1,630,315,10.0,2.0,0,1,0,630.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:04,2018-02-22,10.0.0.2,10.0.0.31,40204,80,TCP,630,ACK,Benign,80,1024,2,1,630,315,10.0,2.0,0,1,0,630.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:05,2018-02-22,10.0.0.2,10.0.0.32,40205,22,TCP,630,ACK,Benign,22,1025,2,1,630,315,10.0,2.0,0,1,0,630.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:06,2018-02-22,10.0.0.2,10.0.0.30,40206,443,TCP,630,ACK,Benign,443,1026,2,1,630,315,10.0,2.0,0,1,0,630.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:00,2018-02-22,10.0.0.3,10.0.0.40,40300,443,TCP,180,"SYN,ACK",Benign,443,1030,2,1,180,90,10.0,2.0,1,1,0,180.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:10,2018-02-22,10.0.0.1,10.0.0.20,40100,443,TCP,100,"SYN,ACK",Benign,443,1010,2,1,100,50,10.0,2.0,1,1,0,100.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:10,2018-02-22,10.0.0.2,10.0.0.30,40200,443,TCP,710,"SYN,ACK",Benign,443,1020,2,1,710,355,10.0,2.0,1,1,0,710.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:11,2018-02-22,10.0.0.2,10.0.0.31,40201,80,TCP,710,ACK,Benign,80,1021,2,1,710,355,10.0,2.0,0,1,0,710.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:12,2018-02-22,10.0.0.2,10.0.0.32,40202,22,TCP,710,ACK,Benign,22,1022,2,1,710,355,10.0,2.0,0,1,0,710.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:13,2018-02-22,10.0.0.2,10.0.0.30,40203,443,TCP,710,ACK,Benign,443,1023,2,1,710,355,10.0,2.0,0,1,0,710.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:14,2018-02-22,10.0.0.2,10.0.0.31,40204,80,TCP,710,ACK,Benign,80,1024,2,1,710,355,10.0,2.0,0,1,0,710.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:15,2018-02-22,10.0.0.2,10.0.0.32,40205,22,TCP,710,ACK,Benign,22,1025,2,1,710,355,10.0,2.0,0,1,0,710.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:16,2018-02-22,10.0.0.2,10.0.0.30,40206,443,TCP,710,ACK,Benign,443,1026,2,1,710,355,10.0,2.0,0,1,0,710.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:17,2018-02-22,10.0.0.2,10.0.0.31,40207,80,TCP,710,ACK,Benign,80,1027,2,1,710,355,10.0,2.0,0,1,0,710.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:10,2018-02-22,10.0.0.3,10.0.0.40,40300,443,TCP,180,"SYN,ACK",Benign,443,1030,2,1,180,90,10.0,2.0,1,1,0,180.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:20,2018-02-22,10.0.0.1,10.0.0.20,40100,443,TCP,100,"SYN,ACK",Benign,443,1010,2,1,100,50,10.0,2.0,1,1,0,100.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:20,2018-02-22,10.0.0.2,10.0.0.30,40200,443,TCP,790,"SYN,ACK",Benign,443,1020,2,1,790,395,10.0,2.0,1,1,0,790.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:21,2018-02-22,10.0.0.2,10.0.0.31,40201,80,TCP,790,ACK,Benign,80,1021,2,1,790,395,10.0,2.0,0,1,0,790.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:22,2018-02-22,10.0.0.2,10.0.0.32,40202,22,TCP,790,ACK,Benign,22,1022,2,1,790,395,10.0,2.0,0,1,0,790.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:23,2018-02-22,10.0.0.2,10.0.0.30,40203,443,TCP,790,ACK,Benign,443,1023,2,1,790,395,10.0,2.0,0,1,0,790.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:24,2018-02-22,10.0.0.2,10.0.0.31,40204,80,TCP,790,ACK,Benign,80,1024,2,1,790,395,10.0,2.0,0,1,0,790.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:25,2018-02-22,10.0.0.2,10.0.0.32,40205,22,TCP,790,ACK,Benign,22,1025,2,1,790,395,10.0,2.0,0,1,0,790.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:26,2018-02-22,10.0.0.2,10.0.0.30,40206,443,TCP,790,ACK,Benign,443,1026,2,1,790,395,10.0,2.0,0,1,0,790.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:27,2018-02-22,10.0.0.2,10.0.0.31,40207,80,TCP,790,ACK,Benign,80,1027,2,1,790,395,10.0,2.0,0,1,0,790.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:20,2018-02-22,10.0.0.2,10.0.0.32,40208,22,TCP,790,ACK,Benign,22,1028,2,1,790,395,10.0,2.0,0,1,0,790.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:20,2018-02-22,10.0.0.3,10.0.0.40,40300,443,TCP,180,"SYN,ACK",Benign,443,1030,2,1,180,90,10.0,2.0,1,1,0,180.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:30,2018-02-22,10.0.0.1,10.0.0.20,40100,443,TCP,100,"SYN,ACK",Benign,443,1010,2,1,100,50,10.0,2.0,1,1,0,100.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:30,2018-02-22,10.0.0.2,10.0.0.30,40200,443,TCP,870,"SYN,ACK",Benign,443,1020,2,1,870,435,10.0,2.0,1,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:31,2018-02-22,10.0.0.2,10.0.0.31,40201,80,TCP,870,ACK,Benign,80,1021,2,1,870,435,10.0,2.0,0,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:32,2018-02-22,10.0.0.2,10.0.0.32,40202,22,TCP,870,ACK,Benign,22,1022,2,1,870,435,10.0,2.0,0,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:33,2018-02-22,10.0.0.2,10.0.0.30,40203,443,TCP,870,ACK,Benign,443,1023,2,1,870,435,10.0,2.0,0,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:34,2018-02-22,10.0.0.2,10.0.0.31,40204,80,TCP,870,ACK,Benign,80,1024,2,1,870,435,10.0,2.0,0,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:35,2018-02-22,10.0.0.2,10.0.0.32,40205,22,TCP,870,ACK,Benign,22,1025,2,1,870,435,10.0,2.0,0,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:36,2018-02-22,10.0.0.2,10.0.0.30,40206,443,TCP,870,ACK,Benign,443,1026,2,1,870,435,10.0,2.0,0,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:37,2018-02-22,10.0.0.2,10.0.0.31,40207,80,TCP,870,ACK,Benign,80,1027,2,1,870,435,10.0,2.0,0,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:30,2018-02-22,10.0.0.2,10.0.0.32,40208,22,TCP,870,ACK,Benign,22,1028,2,1,870,435,10.0,2.0,0,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:31,2018-02-22,10.0.0.2,10.0.0.30,40209,443,TCP,870,ACK,Benign,443,1029,2,1,870,435,10.0,2.0,0,1,0,870.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:30,2018-02-22,10.0.0.3,10.0.0.40,40300,443,TCP,1000,"SYN,ACK",Benign,443,1030,2,1,1000,500,10.0,2.0,1,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:31,2018-02-22,10.0.0.3,10.0.0.41,40301,22,TCP,1000,ACK,Benign,22,1031,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:32,2018-02-22,10.0.0.3,10.0.0.42,40302,80,TCP,1000,ACK,Benign,80,1032,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:33,2018-02-22,10.0.0.3,10.0.0.43,40303,8080,TCP,1000,ACK,Benign,8080,1033,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:34,2018-02-22,10.0.0.3,10.0.0.44,40304,8443,TCP,1000,ACK,Benign,8443,1034,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:35,2018-02-22,10.0.0.3,10.0.0.40,40305,443,TCP,1000,ACK,Benign,443,1035,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:36,2018-02-22,10.0.0.3,10.0.0.41,40306,22,TCP,1000,ACK,Benign,22,1036,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:37,2018-02-22,10.0.0.3,10.0.0.42,40307,80,TCP,1000,ACK,Benign,80,1037,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:30,2018-02-22,10.0.0.3,10.0.0.43,40308,8080,TCP,1000,ACK,Benign,8080,1038,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:31,2018-02-22,10.0.0.3,10.0.0.44,40309,8443,TCP,1000,ACK,Benign,8443,1039,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:32,2018-02-22,10.0.0.3,10.0.0.40,40310,443,TCP,1000,ACK,Benign,443,1040,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
2018-02-22T01:01:33,2018-02-22,10.0.0.3,10.0.0.41,40311,22,TCP,1000,ACK,Benign,22,1041,2,1,1000,500,10.0,2.0,0,1,0,1000.0,1.0,DEMO / TEST DATA - NOT RESEARCH DATA
